datetime,open,high,low,close,volume
2024-01-02 10:28:00+05:30,24493.707747740234,24510.211481916278,24487.97015228603,24498.567426418438,2158
2024-01-02 10:29:00+05:30,24498.567426418438,24511.72624988747,24491.1939203657,24508.135590128626,3404
2024-01-02 10:30:00+05:30,24508.135590128626,24525.340205123215,24500.860569206976,24521.68940647986,2799
2024-01-02 10:31:00+05:30,24521.68940647986,24525.97247013894,24498.210856469883,24510.00758370156,3997
2024-01-02 10:32:00+05:30,24510.00758370156,24522.365901537418,24507.570363171304,24516.751072288727,3536
2024-01-02 10:33:00+05:30,24516.751072288727,24523.513095811755,24511.77423613061,24520.35908610258,2235
2024-01-02 10:34:00+05:30,24520.35908610258,24523.865995411812,24513.70490518276,24519.775130251182,3076
2024-01-02 10:35:00+05:30,24519.775130251182,24521.95990052368,24502.47099220728,24512.345143238854,3832
2024-01-02 10:36:00+05:30,24512.345143238854,24533.22694742921,24503.045020609974,24521.8940578399,1607
2024-01-02 10:37:00+05:30,24521.8940578399,24527.50487181702,24506.317410395735,24512.551022889067,3894
2024-01-02 10:38:00+05:30,24512.551022889067,24525.183427552554,24510.434096670593,24516.92311388208,824
2024-01-02 10:39:00+05:30,24516.92311388208,24533.35247840161,24508.443674520204,24526.8071238536,2392
2024-01-02 10:40:00+05:30,24526.8071238536,24536.237636100956,24508.86209299557,24514.929604193214,3615
2024-01-02 10:41:00+05:30,24514.929604193214,24524.990932789686,24509.612609748357,24512.780720389586,2587
2024-01-02 10:42:00+05:30,24512.780720389586,24518.610617203845,24494.771548972243,24503.081594258216,2794
2024-01-02 10:43:00+05:30,24503.081594258216,24512.385252654298,24496.63257124999,24505.032000068484,2439
2024-01-02 10:44:00+05:30,24505.032000068484,24519.484731173336,24499.967954814187,24516.509813548546,1003
2024-01-02 10:45:00+05:30,24516.509813548546,24536.661247808373,24511.818324134558,24531.806483767337,1477
2024-01-02 10:46:00+05:30,24531.806483767337,24536.034073996925,24511.38242615689,24518.59062544571,2563
2024-01-02 10:47:00+05:30,24518.59062544571,24523.676217122073,24509.921823278008,24514.398507902803,2098
2024-01-02 10:48:00+05:30,24514.398507902803,24525.039617801038,24508.46564207424,24519.795096102785,2684
2024-01-02 10:49:00+05:30,24519.795096102785,24539.510435690856,24508.37544594628,24531.760390993484,3100
2024-01-02 10:50:00+05:30,24531.760390993484,24540.367170898415,24524.98285758206,24535.03947082557,1738
2024-01-02 10:51:00+05:30,24535.03947082557,24540.30808241197,24525.028472865484,24529.56333084364,1451
2024-01-02 10:52:00+05:30,24529.56333084364,24542.224659919768,24522.350786434297,24531.91181716592,3635
2024-01-02 10:53:00+05:30,24531.91181716592,24534.03324749223,24520.733937523622,24531.907173158565,2720
2024-01-02 10:54:00+05:30,24531.907173158565,24533.959769990895,24519.83662509909,24530.499117740652,1567
2024-01-02 10:55:00+05:30,24530.499117740652,24533.070284079426,24516.33808513543,24525.110584501548,2564
2024-01-02 10:56:00+05:30,24525.110584501548,24538.790484713034,24514.120027743527,24528.13503267112,1260
2024-01-02 10:57:00+05:30,24528.13503267112,24538.901530393552,24518.568625186865,24530.564129868864,3141
2024-01-02 10:58:00+05:30,24530.564129868864,24539.843761960856,24521.185277084467,24529.98674891204,1789
2024-01-02 10:59:00+05:30,24529.98674891204,24541.563636517207,24522.16350711019,24528.444089364286,3991
2024-01-02 11:00:00+05:30,24528.444089364286,24532.624091409823,24515.433224137774,24518.927215085238,1882
2024-01-02 11:01:00+05:30,24518.927215085238,24530.12721670945,24506.08055230497,24515.400897581676,3494
2024-01-02 11:02:00+05:30,24515.400897581676,24528.99527367955,24507.058270282603,24524.56927011678,3629
2024-01-02 11:03:00+05:30,24524.56927011678,24531.75792737629,24511.58129608116,24523.260083190282,1267
2024-01-02 11:04:00+05:30,24523.260083190282,24532.070785393807,24507.3723940568,24512.582353313996,2902
2024-01-02 11:05:00+05:30,24512.582353313996,24532.68326236414,24501.814957836745,24522.71067436613,1907
2024-01-02 11:06:00+05:30,24522.71067436613,24531.288775782814,24518.525085225163,24526.807664929755,1190
2024-01-02 11:07:00+05:30,24526.807664929755,24549.50855874514,24515.3450934415,24542.738317644442,2470
2024-01-02 11:08:00+05:30,24542.738317644442,24545.78306627698,24530.78032006197,24543.327158914883,2059
2024-01-02 11:09:00+05:30,24543.327158914883,24548.205944256155,24537.515083176706,24539.986774571993,2044
2024-01-02 11:10:00+05:30,24539.986774571993,24551.796451131682,24524.003099302583,24529.249439331175,1128
2024-01-02 11:11:00+05:30,24529.249439331175,24550.34926045196,24517.26677573925,24539.298227106654,1922
2024-01-02 11:12:00+05:30,24539.298227106654,24566.510469085122,24527.615110730818,24558.689563454085,3058
2024-01-02 11:13:00+05:30,24558.689563454085,24568.55449798728,24543.946293455232,24552.652551424904,1824
2024-01-02 11:14:00+05:30,24552.652551424904,24563.674656593692,24544.57456664045,24547.919394123222,3535
2024-01-02 11:15:00+05:30,24547.919394123222,24557.82936077492,24545.85321840829,24552.51081011327,2000
2024-01-02 11:16:00+05:30,24552.51081011327,24564.31581486098,24541.91091274799,24546.403219347667,1099
2024-01-02 11:17:00+05:30,24546.403219347667,24552.888508443826,24533.049685780974,24544.494031595226,3433
2024-01-02 11:18:00+05:30,24544.494031595226,24548.082995812823,24531.941149285383,24541.990248849408,2399
2024-01-02 11:19:00+05:30,24541.990248849408,24550.850683170094,24535.705258636004,24543.5499405041,1320
2024-01-02 11:20:00+05:30,24543.5499405041,24559.817505410527,24533.937642948305,24551.881078829603,1582
2024-01-02 11:21:00+05:30,24551.881078829603,24561.09493154968,24540.85828702936,24552.16658575246,3610
2024-01-02 11:22:00+05:30,24552.16658575246,24567.887940752953,24547.16746087798,24559.17841147081,1712
2024-01-02 11:23:00+05:30,24559.17841147081,24561.59286296639,24545.405299932918,24556.149244750806,2145
2024-01-02 11:24:00+05:30,24556.149244750806,24567.118178516455,24551.45386962048,24558.727733768734,3189
2024-01-02 11:25:00+05:30,24558.727733768734,24569.943983467863,24537.52401824072,24542.811041847384,2892
2024-01-02 11:26:00+05:30,24542.811041847384,24551.5121040191,24529.609229947357,24532.056431346522,3926
2024-01-02 11:27:00+05:30,24532.056431346522,24549.897939550534,24528.45460020173,24538.145781941636,3442
2024-01-02 11:28:00+05:30,24538.145781941636,24545.26085885088,24526.33102403294,24533.83966144883,1692
2024-01-02 11:29:00+05:30,24533.83966144883,24548.411108438708,24531.600264073026,24538.309023374874,3653
2024-01-02 11:30:00+05:30,24538.309023374874,24545.89932980488,24530.851052397524,24542.496605285985,2536
2024-01-02 11:31:00+05:30,24542.496605285985,24563.489109654336,24538.79680529038,24552.53369672276,1527
2024-01-02 11:32:00+05:30,24552.53369672276,24565.107020060477,24543.046157858582,24558.74263967033,1792
2024-01-02 11:33:00+05:30,24558.74263967033,24577.25676813247,24555.462784550044,24566.49007479658,2074
2024-01-02 11:34:00+05:30,24566.49007479658,24571.698359506358,24561.702406888107,24565.7725398166,998
2024-01-02 11:35:00+05:30,24565.7725398166,24574.01574281278,24555.966396310112,24560.65540099238,949
2024-01-02 11:36:00+05:30,24560.65540099238,24571.12133629026,24547.46151122044,24555.288710159435,2727
2024-01-02 11:37:00+05:30,24555.288710159435,24564.40227947299,24541.663514141448,24551.74838060727,3437
2024-01-02 11:38:00+05:30,24551.74838060727,24559.94767000724,24533.862552553925,24543.394662252173,1297
2024-01-02 11:39:00+05:30,24543.394662252173,24555.10113177001,24529.996458112357,24539.408835386268,1219
2024-01-02 11:40:00+05:30,24539.408835386268,24542.28880226441,24530.017433485125,24538.834567499955,3000
2024-01-02 11:41:00+05:30,24538.834567499955,24543.861609969546,24531.401030564906,24540.841657178247,2995
2024-01-02 11:42:00+05:30,24540.841657178247,24548.357460245767,24532.993743582603,24538.419976252724,3191
2024-01-02 11:43:00+05:30,24538.419976252724,24549.966877478902,24520.313713926018,24524.112354755074,3715
2024-01-02 11:44:00+05:30,24524.112354755074,24532.97712973002,24513.052812401085,24523.690232596306,1255
2024-01-02 11:45:00+05:30,24523.690232596306,24530.596770270422,24517.59833864296,24525.500325999008,2403
2024-01-02 11:46:00+05:30,24525.500325999008,24536.831068640644,24516.998249272692,24533.753892958837,2708
2024-01-02 11:47:00+05:30,24533.753892958837,24544.69073434617,24531.071099484732,24538.207872175957,2580
2024-01-02 11:48:00+05:30,24538.207872175957,24545.01077565709,24527.892370355265,24533.501167029863,1466
2024-01-02 11:49:00+05:30,24533.501167029863,24540.183916241163,24525.188686183057,24528.19284282893,1719
2024-01-02 11:50:00+05:30,24528.19284282893,24551.585677836836,24522.647509581304,24543.392324246746,3242
2024-01-02 11:51:00+05:30,24543.392324246746,24553.915139278834,24534.059961244046,24549.187108901875,3820
2024-01-02 11:52:00+05:30,24549.187108901875,24573.846838811667,24543.775684457818,24563.04290757241,1714
2024-01-02 11:53:00+05:30,24563.04290757241,24584.017029217375,24554.221034129347,24579.133741556558,2416
2024-01-02 11:54:00+05:30,24579.133741556558,24582.204479750784,24569.886420719075,24573.118114057015,3006
2024-01-02 11:55:00+05:30,24573.118114057015,24581.61721878592,24567.26839998074,24576.127633824097,3185
2024-01-02 11:56:00+05:30,24576.127633824097,24591.041053142326,24570.026838003672,24579.683886360377,2873
2024-01-02 11:57:00+05:30,24579.683886360377,24587.595214306908,24572.593417369564,24584.00097804084,3581
2024-01-02 11:58:00+05:30,24584.00097804084,24592.962131883436,24579.71707204921,24588.185244730455,2640
2024-01-02 11:59:00+05:30,24588.185244730455,24601.08640519272,24579.19846965234,24589.820654507294,815
2024-01-02 12:00:00+05:30,24589.820654507294,24596.727440304858,24578.99756370111,24591.246623839164,1496
2024-01-02 12:01:00+05:30,24591.246623839164,24601.677570218097,24569.971574500898,24580.097874280957,3530
2024-01-02 12:02:00+05:30,24580.097874280957,24582.5521931917,24576.668600213263,24578.977365407074,3469
2024-01-02 12:03:00+05:30,24578.977365407074,24589.862211901673,24566.609081658164,24573.490217649443,1655
2024-01-02 12:04:00+05:30,24573.490217649443,24578.928654578995,24568.0501579643,24574.55587244149,1935
2024-01-02 12:05:00+05:30,24574.55587244149,24578.361537755103,24563.440841380994,24571.169275491015,1849
2024-01-02 12:06:00+05:30,24571.169275491015,24585.35061589876,24568.3363739257,24575.92818112474,3265
2024-01-02 12:07:00+05:30,24575.92818112474,24594.0858620752,24566.631793540026,24582.191248947336,937
2024-01-02 12:08:00+05:30,24582.191248947336,24596.21926572035,24576.02348145927,24584.6264416849,2319
2024-01-02 12:09:00+05:30,24584.6264416849,24596.640837440988,24573.187349617412,24587.11770276727,2558
2024-01-02 12:10:00+05:30,24587.11770276727,24599.077626463917,24584.926949072185,24587.934802904394,2233
2024-01-02 12:11:00+05:30,24587.934802904394,24599.805416617495,24578.518882948614,24584.696318707178,2608
2024-01-02 12:12:00+05:30,24584.696318707178,24592.22407280167,24576.715558252068,24583.582559225433,3079
2024-01-02 12:13:00+05:30,24583.582559225433,24587.02867910802,24569.674381354376,24579.985213750628,3256
2024-01-02 12:14:00+05:30,24579.985213750628,24593.508978874765,24570.4213417578,24583.01511725672,1890
2024-01-02 12:15:00+05:30,24583.01511725672,24589.199791583946,24579.194898132435,24583.240967845537,3112
2024-01-02 12:16:00+05:30,24583.240967845537,24592.84718351297,24578.16362218299,24587.720651835105,3243
2024-01-02 12:17:00+05:30,24587.720651835105,24594.72975511752,24568.518059406473,24577.875789498117,3554
2024-01-02 12:18:00+05:30,24577.875789498117,24587.002823680716,24571.67872096374,24584.654131461153,2223
2024-01-02 12:19:00+05:30,24584.654131461153,24586.841136340885,24574.423438166454,24579.053909684775,1169
2024-01-02 12:20:00+05:30,24579.053909684775,24583.69706138804,24562.360290755772,24573.666793287746,3169
2024-01-02 12:21:00+05:30,24573.666793287746,24581.625548362663,24561.874587450206,24572.305970901285,2744
2024-01-02 12:22:00+05:30,24572.305970901285,24581.800120511805,24562.646698940145,24568.20058649327,3032
2024-01-02 12:23:00+05:30,24568.20058649327,24582.075949438327,24560.705202379402,24570.504025459508,3113
2024-01-02 12:24:00+05:30,24570.504025459508,24580.685432563794,24555.02586819264,24566.317789636018,3825
2024-01-02 12:25:00+05:30,24566.317789636018,24577.728917841425,24554.25113418574,24558.416708007127,3915
2024-01-02 12:26:00+05:30,24558.416708007127,24566.780104356207,24541.101818911622,24552.193186944285,2107
2024-01-02 12:27:00+05:30,24552.193186944285,24571.492070136366,24541.348461903825,24562.15306188379,884
2024-01-02 12:28:00+05:30,24562.15306188379,24570.478686745635,24552.88817332182,24562.60499934857,1916
2024-01-02 12:29:00+05:30,24562.60499934857,24565.4193273869,24545.107921540664,24553.968522211486,980
2024-01-02 12:30:00+05:30,24553.968522211486,24556.770390933558,24545.118254181754,24554.151352735316,3983
2024-01-02 12:31:00+05:30,24554.151352735316,24563.75274760639,24535.159581239284,24542.601754625026,3246
2024-01-02 12:32:00+05:30,24542.601754625026,24560.166966789344,24534.778867871883,24556.143503809817,2452
2024-01-02 12:33:00+05:30,24556.143503809817,24566.041698331737,24540.85654892158,24544.829917607636,3035
2024-01-02 12:34:00+05:30,24544.829917607636,24555.181129037355,24537.203840950817,24548.54056289248,2139
2024-01-02 12:35:00+05:30,24548.54056289248,24554.807225715085,24539.811173903083,24552.737755374834,3508
2024-01-02 12:36:00+05:30,24552.737755374834,24560.35305828412,24535.127265973446,24541.98269722103,3042
2024-01-02 12:37:00+05:30,24541.98269722103,24550.785150546086,24533.189850927425,24544.354771109167,3212
2024-01-02 12:38:00+05:30,24544.354771109167,24554.692403391393,24537.772832724986,24551.95356141041,1600
2024-01-02 12:39:00+05:30,24551.95356141041,24560.19112192873,24541.918719463185,24555.580376053626,1185
2024-01-02 12:40:00+05:30,24555.580376053626,24562.724433774973,24546.37144476209,24557.657998109247,3864
2024-01-02 12:41:00+05:30,24557.657998109247,24570.353026449025,24554.76755411708,24564.896223220207,3309
2024-01-02 12:42:00+05:30,24564.896223220207,24575.29129932624,24555.203122462008,24566.22300733687,3212
2024-01-02 12:43:00+05:30,24566.22300733687,24572.538932409167,24561.37496691583,24568.86619699745,1203
2024-01-02 12:44:00+05:30,24568.86619699745,24575.29911992084,24565.221564646356,24568.03586039882,2876
2024-01-02 12:45:00+05:30,24568.03586039882,24580.962718802144,24564.82363717686,24572.894403343937,2819
2024-01-02 12:46:00+05:30,24572.894403343937,24584.35778151322,24560.71411235076,24565.954022239657,1733
2024-01-02 12:47:00+05:30,24565.954022239657,24575.162122742804,24558.707597835113,24572.012246681214,2907
2024-01-02 12:48:00+05:30,24572.012246681214,24574.805443468827,24563.040449818178,24568.3424851778,3389
2024-01-02 12:49:00+05:30,24568.3424851778,24572.259617719676,24556.248148555544,24560.282584879842,3196
2024-01-02 12:50:00+05:30,24560.282584879842,24567.34773797,24550.59031726987,24563.141952048132,3741
2024-01-02 12:51:00+05:30,24563.141952048132,24579.586799761095,24557.40418023685,24575.95911868456,2335
2024-01-02 12:52:00+05:30,24575.95911868456,24586.051667151198,24565.21997320317,24583.29170527149,3332
2024-01-02 12:53:00+05:30,24583.29170527149,24587.38716005344,24575.099334745984,24579.54433156447,2882
2024-01-02 12:54:00+05:30,24579.54433156447,24589.133426212593,24570.64541637755,24584.89977910446,3719
2024-01-02 12:55:00+05:30,24584.89977910446,24591.695269417673,24576.038509275044,24581.61321070655,3832
2024-01-02 12:56:00+05:30,24581.61321070655,24590.09056598043,24570.30588103052,24580.803064785527,1095
2024-01-02 12:57:00+05:30,24580.803064785527,24587.233215168064,24572.339078359106,24581.594528484657,3764
2024-01-02 12:58:00+05:30,24581.594528484657,24585.276307894215,24555.549444147775,24564.3353918579,3171
2024-01-02 12:59:00+05:30,24564.3353918579,24568.839223394712,24561.406801797264,24565.892502604118,2042
2024-01-02 13:00:00+05:30,24565.892502604118,24570.52326829471,24548.776733294577,24558.290433687984,3572
2024-01-02 13:01:00+05:30,24558.290433687984,24561.998592242093,24547.635732651634,24553.17994408707,3729
2024-01-02 13:02:00+05:30,24553.17994408707,24559.99029896802,24532.84008749143,24542.242016006665,2323
2024-01-02 13:03:00+05:30,24542.242016006665,24552.952921041808,24520.535789710528,24530.987829370566,2127
2024-01-02 13:04:00+05:30,24530.987829370566,24540.152336223226,24520.80934614522,24524.033346365155,1056
2024-01-02 13:05:00+05:30,24524.033346365155,24534.37766854713,24521.87991090624,24530.345326079896,1664
2024-01-02 13:06:00+05:30,24530.345326079896,24545.31890820983,24520.765776153115,24542.96063618587,2536
2024-01-02 13:07:00+05:30,24542.96063618587,24545.63680534141,24531.206299936825,24542.891597909478,3496
2024-01-02 13:08:00+05:30,24542.891597909478,24557.55793346827,24531.88778987774,24551.2000299112,1576
2024-01-02 13:09:00+05:30,24551.2000299112,24556.835975545164,24542.984745805035,24549.340175059613,3274
2024-01-02 13:10:00+05:30,24549.340175059613,24558.164540916147,24524.784050424325,24535.120378873664,904
2024-01-02 13:11:00+05:30,24535.120378873664,24539.203645895635,24532.885264367953,24536.364753493825,816
2024-01-02 13:12:00+05:30,24536.364753493825,24544.37262572381,24533.779706229307,24539.827115467397,3794
2024-01-02 13:13:00+05:30,24539.827115467397,24548.684912963585,24528.917851073584,24536.732491306713,835
2024-01-02 13:14:00+05:30,24536.732491306713,24546.79985009913,24529.457083820507,24539.11917306331,3463
2024-01-02 13:15:00+05:30,24539.11917306331,24550.700314993013,24528.870355380168,24543.53334492038,2855
2024-01-02 13:16:00+05:30,24543.53334492038,24554.549983287536,24532.843268876797,24537.177788163128,2830
2024-01-02 13:17:00+05:30,24537.177788163128,24540.3110963721,24519.59485851834,24526.221532431395,3414
2024-01-02 13:18:00+05:30,24526.221532431395,24530.17630936313,24512.787121771435,24524.682126191332,3195
2024-01-02 13:19:00+05:30,24524.682126191332,24532.337832786772,24518.191442078543,24523.219172139303,3519
2024-01-02 13:20:00+05:30,24523.219172139303,24530.872288271054,24514.64965132696,24520.694198035388,2948
2024-01-02 13:21:00+05:30,24520.694198035388,24540.019570758883,24512.618930514003,24528.218548681398,3998
2024-01-02 13:22:00+05:30,24528.218548681398,24553.05471827368,24516.267542665075,24541.28046460197,2281
2024-01-02 13:23:00+05:30,24541.28046460197,24549.153168255332,24534.448174555553,24538.27561196709,2151
2024-01-02 13:24:00+05:30,24538.27561196709,24553.225924817445,24529.36590910775,24543.63726224081,1188
2024-01-02 13:25:00+05:30,24543.63726224081,24559.788399059467,24537.495307576224,24550.81424558776,3845
2024-01-02 13:26:00+05:30,24550.81424558776,24559.612254800715,24544.80695550447,24556.282918740937,1723
2024-01-02 13:27:00+05:30,24556.282918740937,24572.281985682555,24551.714771354127,24564.25906589441,3669
2024-01-02 13:28:00+05:30,24564.25906589441,24569.316710204545,24554.80553140445,24561.459736119166,2419
2024-01-02 13:29:00+05:30,24561.459736119166,24572.717908645845,24553.711634627263,24567.128283815517,1605
2024-01-02 13:30:00+05:30,24567.128283815517,24585.99474010734,24561.20582012932,24582.43189833446,2662
2024-01-02 13:31:00+05:30,24582.43189833446,24590.66272675293,24575.374835985796,24588.579390029812,1142
2024-01-02 13:32:00+05:30,24588.579390029812,24599.11585422139,24575.690188700737,24584.050187512934,1764
2024-01-02 13:33:00+05:30,24584.050187512934,24597.89860206327,24573.532794734954,24588.728031217444,2649
2024-01-02 13:34:00+05:30,24588.728031217444,24607.83788195527,24581.117596808795,24598.315883405234,1207
2024-01-02 13:35:00+05:30,24598.315883405234,24606.08355831432,24592.490203894322,24601.203280553156,1050
2024-01-02 13:36:00+05:30,24601.203280553156,24607.377205937108,24585.482787349945,24597.097775332084,1895
2024-01-02 13:37:00+05:30,24597.097775332084,24612.551905560733,24593.37252719112,24608.790879704746,3284
2024-01-02 13:38:00+05:30,24608.790879704746,24616.8126390524,24597.08269798337,24599.537626855526,1394
2024-01-02 13:39:00+05:30,24599.537626855526,24613.82532847146,24588.454116952897,24603.433314705446,3853
2024-01-02 13:40:00+05:30,24603.433314705446,24613.22155983957,24598.773497310554,24603.43199789694,3777
2024-01-02 13:41:00+05:30,24603.43199789694,24614.769989587654,24591.08431627691,24594.59950495811,1091
2024-01-02 13:42:00+05:30,24594.59950495811,24608.470045695925,24588.746668038133,24603.86537758498,1507
2024-01-02 13:43:00+05:30,24603.86537758498,24615.607850884142,24598.436454743784,24606.594534537744,2414
